------------------------------------------------ INICIALIZADO O APRENDIZADO ------------------------------------------------ 
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :1--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
31        Esquerda    -1          0,000     Direita     27          4,783     Cima        29          4,783     Baixo       -1          0,000     
32        Esquerda    32          6,561     Direita     -1          0,000     Cima        36          6,561     Baixo       18          8,100     
33        Esquerda    -1          0,000     Direita     31          7,290     Cima        33          5,905     Baixo       -1          0,000     
34        Esquerda    34          5,314     Direita     -1          0,000     Cima        35          5,905     Baixo       32          6,561     
35        Esquerda    -1          0,000     Direita     33          5,905     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          6,561     Cima        -1          0,000     Baixo       33          5,905     
37        Esquerda    35          5,905     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          7,290     
38        Esquerda    10          8,100     Direita     -1          0,000     Cima        39          8,100     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          6,561     Cima        10          8,100     Baixo       11          6,561     
40        Esquerda    17          9,000     Direita     16          7,290     Cima        -1          0,000     Baixo       37          7,290     
41        Esquerda    22          7,290     Direita     18          8,100     Cima        -1          0,000     Baixo       20          9,000     
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :21--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          5,905     Cima        1           5,905     Baixo       -1          0,000     
2         Esquerda    3           5,905     Direita     2           6,561     Cima        -1          0,000     Baixo       0           5,314     
3         Esquerda    1           5,905     Direita     -1          0,000     Cima        5           7,290     Baixo       -1          0,000     
4         Esquerda    -1          0,000     Direita     1           5,905     Cima        4           6,561     Baixo       -1          0,000     
5         Esquerda    -1          0,000     Direita     5           7,290     Cima        -1          0,000     Baixo       3           5,905     
6         Esquerda    4           6,561     Direita     8           8,100     Cima        6           8,100     Baixo       2           6,561     
7         Esquerda    -1          0,000     Direita     7           9,000     Cima        -1          0,000     Baixo       5           7,290     
8         Esquerda    6           8,100     Direita     9           8,100     Cima        20          10,000    Baixo       8           8,100     
9         Esquerda    5           7,290     Direita     11          7,290     Cima        7           9,000     Baixo       -1          0,000     
10        Esquerda    7           9,000     Direita     10          7,290     Cima        19          9,000     Baixo       -1          0,000     
11        Esquerda    9           8,100     Direita     37          6,561     Cima        -1          0,000     Baixo       38          6,561     
12        Esquerda    8           8,100     Direita     -1          0,000     Cima        38          6,561     Baixo       12          6,561     
13        Esquerda    -1          0,000     Direita     13          5,905     Cima        11          7,290     Baixo       15          5,905     
14        Esquerda    12          6,561     Direita     -1          0,000     Cima        14          5,905     Baixo       -1          0,000     
15        Esquerda    38          6,561     Direita     -1          0,000     Cima        16          6,561     Baixo       13          5,905     
16        Esquerda    0           5,314     Direita     -1          0,000     Cima        12          6,561     Baixo       -1          0,000     
17        Esquerda    39          7,290     Direita     -1          0,000     Cima        -1          0,000     Baixo       14          5,905     
18        Esquerda    19          9,000     Direita     39          7,290     Cima        18          8,100     Baixo       -1          0,000     
19        Esquerda    40          9,000     Direita     -1          0,000     Cima        31          7,290     Baixo       17          8,100     
20        Esquerda    20          10,000    Direita     17          8,100     Cima        -1          0,000     Baixo       9           8,100     
21        Esquerda    21          0,000     Direita     19          0,000     Cima        40          0,000     Baixo       7           0,000     
22        Esquerda    23          8,100     Direita     20          10,000    Cima        22          8,100     Baixo       -1          0,000     
23        Esquerda    -1          0,000     Direita     40          9,000     Cima        -1          0,000     Baixo       21          9,000     
24        Esquerda    25          7,290     Direita     21          9,000     Cima        24          7,290     Baixo       -1          0,000     
25        Esquerda    26          6,561     Direita     -1          0,000     Cima        -1          0,000     Baixo       23          8,100     
26        Esquerda    -1          0,000     Direita     23          8,100     Cima        26          6,561     Baixo       -1          0,000     
27        Esquerda    28          5,905     Direita     24          7,290     Cima        -1          0,000     Baixo       25          7,290     
28        Esquerda    30          4,783     Direita     -1          0,000     Cima        28          5,905     Baixo       -1          0,000     
29        Esquerda    29          5,314     Direita     26          6,561     Cima        -1          0,000     Baixo       27          5,314     
30        Esquerda    -1          0,000     Direita     28          5,905     Cima        -1          0,000     Baixo       30          4,783     
31        Esquerda    -1          0,000     Direita     27          5,314     Cima        29          5,314     Baixo       -1          0,000     
32        Esquerda    32          6,561     Direita     -1          0,000     Cima        36          6,561     Baixo       18          8,100     
33        Esquerda    -1          0,000     Direita     31          7,290     Cima        33          5,905     Baixo       -1          0,000     
34        Esquerda    34          5,314     Direita     -1          0,000     Cima        35          5,905     Baixo       32          6,561     
35        Esquerda    -1          0,000     Direita     33          5,905     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          6,561     Cima        -1          0,000     Baixo       33          5,905     
37        Esquerda    35          5,905     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          7,290     
38        Esquerda    10          7,290     Direita     -1          0,000     Cima        39          7,290     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          5,905     Cima        10          7,290     Baixo       11          7,290     
40        Esquerda    17          8,100     Direita     16          6,561     Cima        -1          0,000     Baixo       37          6,561     
41        Esquerda    22          8,100     Direita     18          8,100     Cima        -1          0,000     Baixo       20          10,000    
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :22--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          5,314     Cima        1           5,314     Baixo       -1          0,000     
2         Esquerda    3           5,314     Direita     2           5,905     Cima        -1          0,000     Baixo       0           4,783     
3         Esquerda    1           5,314     Direita     -1          0,000     Cima        5           6,561     Baixo       -1          0,000     
4         Esquerda    -1          0,000     Direita     1           5,314     Cima        4           5,905     Baixo       -1          0,000     
5         Esquerda    -1          0,000     Direita     5           6,561     Cima        -1          0,000     Baixo       3           5,314     
6         Esquerda    4           5,905     Direita     8           7,290     Cima        6           7,290     Baixo       2           5,905     
7         Esquerda    -1          0,000     Direita     7           8,100     Cima        -1          0,000     Baixo       5           6,561     
8         Esquerda    6           7,290     Direita     9           7,290     Cima        20          9,000     Baixo       8           7,290     
9         Esquerda    5           6,561     Direita     11          6,561     Cima        7           8,100     Baixo       -1          0,000     
10        Esquerda    7           8,100     Direita     10          6,561     Cima        19          8,100     Baixo       -1          0,000     
11        Esquerda    9           7,290     Direita     37          5,905     Cima        -1          0,000     Baixo       38          5,905     
12        Esquerda    8           7,290     Direita     -1          0,000     Cima        38          5,905     Baixo       12          5,905     
13        Esquerda    -1          0,000     Direita     13          5,314     Cima        11          6,561     Baixo       15          5,314     
14        Esquerda    12          5,905     Direita     -1          0,000     Cima        14          5,314     Baixo       -1          0,000     
15        Esquerda    38          5,905     Direita     -1          0,000     Cima        16          5,905     Baixo       13          5,314     
16        Esquerda    0           4,783     Direita     -1          0,000     Cima        12          5,905     Baixo       -1          0,000     
17        Esquerda    39          6,561     Direita     -1          0,000     Cima        -1          0,000     Baixo       14          5,314     
18        Esquerda    19          8,100     Direita     39          6,561     Cima        18          7,290     Baixo       -1          0,000     
19        Esquerda    40          8,100     Direita     -1          0,000     Cima        31          6,561     Baixo       17          7,290     
20        Esquerda    20          9,000     Direita     17          7,290     Cima        -1          0,000     Baixo       9           7,290     
21        Esquerda    21          10,000    Direita     19          8,100     Cima        40          8,100     Baixo       7           8,100     
22        Esquerda    23          0,000     Direita     20          0,000     Cima        22          0,000     Baixo       -1          0,000     
23        Esquerda    -1          0,000     Direita     40          8,100     Cima        -1          0,000     Baixo       21          10,000    
24        Esquerda    25          8,100     Direita     21          10,000    Cima        24          8,100     Baixo       -1          0,000     
25        Esquerda    26          7,290     Direita     -1          0,000     Cima        -1          0,000     Baixo       23          9,000     
26        Esquerda    -1          0,000     Direita     23          9,000     Cima        26          7,290     Baixo       -1          0,000     
27        Esquerda    28          6,561     Direita     24          8,100     Cima        -1          0,000     Baixo       25          8,100     
28        Esquerda    30          5,314     Direita     -1          0,000     Cima        28          6,561     Baixo       -1          0,000     
29        Esquerda    29          5,905     Direita     26          7,290     Cima        -1          0,000     Baixo       27          5,905     
30        Esquerda    -1          0,000     Direita     28          6,561     Cima        -1          0,000     Baixo       30          5,314     
31        Esquerda    -1          0,000     Direita     27          5,905     Cima        29          5,905     Baixo       -1          0,000     
32        Esquerda    32          5,905     Direita     -1          0,000     Cima        36          5,905     Baixo       18          7,290     
33        Esquerda    -1          0,000     Direita     31          6,561     Cima        33          5,314     Baixo       -1          0,000     
34        Esquerda    34          4,783     Direita     -1          0,000     Cima        35          5,314     Baixo       32          5,905     
35        Esquerda    -1          0,000     Direita     33          5,314     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          5,905     Cima        -1          0,000     Baixo       33          5,314     
37        Esquerda    35          5,314     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          6,561     
38        Esquerda    10          6,561     Direita     -1          0,000     Cima        39          6,561     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          5,314     Cima        10          6,561     Baixo       11          6,561     
40        Esquerda    17          7,290     Direita     16          5,905     Cima        -1          0,000     Baixo       37          5,905     
41        Esquerda    22          9,000     Direita     18          7,290     Cima        -1          0,000     Baixo       20          9,000     
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :23--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          4,783     Cima        1           4,783     Baixo       -1          0,000     
2         Esquerda    3           4,783     Direita     2           5,314     Cima        -1          0,000     Baixo       0           4,305     
3         Esquerda    1           4,783     Direita     -1          0,000     Cima        5           5,905     Baixo       -1          0,000     
4         Esquerda    -1          0,000     Direita     1           4,783     Cima        4           5,314     Baixo       -1          0,000     
5         Esquerda    -1          0,000     Direita     5           5,905     Cima        -1          0,000     Baixo       3           4,783     
6         Esquerda    4           5,314     Direita     8           6,561     Cima        6           6,561     Baixo       2           5,314     
7         Esquerda    -1          0,000     Direita     7           7,290     Cima        -1          0,000     Baixo       5           5,905     
8         Esquerda    6           6,561     Direita     9           6,561     Cima        20          8,100     Baixo       8           6,561     
9         Esquerda    5           5,905     Direita     11          5,905     Cima        7           7,290     Baixo       -1          0,000     
10        Esquerda    7           7,290     Direita     10          5,905     Cima        19          7,290     Baixo       -1          0,000     
11        Esquerda    9           6,561     Direita     37          5,905     Cima        -1          0,000     Baixo       38          5,314     
12        Esquerda    8           6,561     Direita     -1          0,000     Cima        38          5,314     Baixo       12          5,314     
13        Esquerda    -1          0,000     Direita     13          4,783     Cima        11          5,905     Baixo       15          4,783     
14        Esquerda    12          5,314     Direita     -1          0,000     Cima        14          5,314     Baixo       -1          0,000     
15        Esquerda    38          5,314     Direita     -1          0,000     Cima        16          5,905     Baixo       13          4,783     
16        Esquerda    0           4,305     Direita     -1          0,000     Cima        12          5,314     Baixo       -1          0,000     
17        Esquerda    39          6,561     Direita     -1          0,000     Cima        -1          0,000     Baixo       14          5,314     
18        Esquerda    19          7,290     Direita     39          6,561     Cima        18          8,100     Baixo       -1          0,000     
19        Esquerda    40          9,000     Direita     -1          0,000     Cima        31          7,290     Baixo       17          7,290     
20        Esquerda    20          8,100     Direita     17          7,290     Cima        -1          0,000     Baixo       9           6,561     
21        Esquerda    21          9,000     Direita     19          7,290     Cima        40          9,000     Baixo       7           7,290     
22        Esquerda    23          8,100     Direita     20          8,100     Cima        22          10,000    Baixo       -1          0,000     
23        Esquerda    -1          0,000     Direita     40          0,000     Cima        -1          0,000     Baixo       21          0,000     
24        Esquerda    25          7,290     Direita     21          9,000     Cima        24          7,290     Baixo       -1          0,000     
25        Esquerda    26          6,561     Direita     -1          0,000     Cima        -1          0,000     Baixo       23          8,100     
26        Esquerda    -1          0,000     Direita     23          8,100     Cima        26          6,561     Baixo       -1          0,000     
27        Esquerda    28          5,905     Direita     24          7,290     Cima        -1          0,000     Baixo       25          7,290     
28        Esquerda    30          4,783     Direita     -1          0,000     Cima        28          5,905     Baixo       -1          0,000     
29        Esquerda    29          5,314     Direita     26          6,561     Cima        -1          0,000     Baixo       27          5,314     
30        Esquerda    -1          0,000     Direita     28          5,905     Cima        -1          0,000     Baixo       30          4,783     
31        Esquerda    -1          0,000     Direita     27          5,314     Cima        29          5,314     Baixo       -1          0,000     
32        Esquerda    32          6,561     Direita     -1          0,000     Cima        36          6,561     Baixo       18          8,100     
33        Esquerda    -1          0,000     Direita     31          7,290     Cima        33          5,905     Baixo       -1          0,000     
34        Esquerda    34          5,314     Direita     -1          0,000     Cima        35          5,905     Baixo       32          6,561     
35        Esquerda    -1          0,000     Direita     33          5,905     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          6,561     Cima        -1          0,000     Baixo       33          5,905     
37        Esquerda    35          5,905     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          7,290     
38        Esquerda    10          5,905     Direita     -1          0,000     Cima        39          6,561     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          5,314     Cima        10          5,905     Baixo       11          5,905     
40        Esquerda    17          7,290     Direita     16          5,905     Cima        -1          0,000     Baixo       37          5,905     
41        Esquerda    22          10,000    Direita     18          8,100     Cima        -1          0,000     Baixo       20          8,100     
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :24--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          4,783     Cima        1           4,783     Baixo       -1          0,000     
2         Esquerda    3           4,783     Direita     2           5,314     Cima        -1          0,000     Baixo       0           4,305     
3         Esquerda    1           4,783     Direita     -1          0,000     Cima        5           5,905     Baixo       -1          0,000     
4         Esquerda    -1          0,000     Direita     1           4,783     Cima        4           5,314     Baixo       -1          0,000     
5         Esquerda    -1          0,000     Direita     5           5,905     Cima        -1          0,000     Baixo       3           4,783     
6         Esquerda    4           5,314     Direita     8           6,561     Cima        6           6,561     Baixo       2           5,314     
7         Esquerda    -1          0,000     Direita     7           7,290     Cima        -1          0,000     Baixo       5           5,905     
8         Esquerda    6           6,561     Direita     9           6,561     Cima        20          8,100     Baixo       8           6,561     
9         Esquerda    5           5,905     Direita     11          5,905     Cima        7           7,290     Baixo       -1          0,000     
10        Esquerda    7           7,290     Direita     10          5,905     Cima        19          7,290     Baixo       -1          0,000     
11        Esquerda    9           6,561     Direita     37          5,314     Cima        -1          0,000     Baixo       38          5,314     
12        Esquerda    8           6,561     Direita     -1          0,000     Cima        38          5,314     Baixo       12          5,314     
13        Esquerda    -1          0,000     Direita     13          4,783     Cima        11          5,905     Baixo       15          4,783     
14        Esquerda    12          5,314     Direita     -1          0,000     Cima        14          4,783     Baixo       -1          0,000     
15        Esquerda    38          5,314     Direita     -1          0,000     Cima        16          5,314     Baixo       13          4,783     
16        Esquerda    0           4,305     Direita     -1          0,000     Cima        12          5,314     Baixo       -1          0,000     
17        Esquerda    39          5,905     Direita     -1          0,000     Cima        -1          0,000     Baixo       14          4,783     
18        Esquerda    19          7,290     Direita     39          5,905     Cima        18          6,561     Baixo       -1          0,000     
19        Esquerda    40          7,290     Direita     -1          0,000     Cima        31          5,905     Baixo       17          6,561     
20        Esquerda    20          8,100     Direita     17          6,561     Cima        -1          0,000     Baixo       9           6,561     
21        Esquerda    21          9,000     Direita     19          7,290     Cima        40          7,290     Baixo       7           7,290     
22        Esquerda    23          10,000    Direita     20          8,100     Cima        22          8,100     Baixo       -1          0,000     
23        Esquerda    -1          0,000     Direita     40          7,290     Cima        -1          0,000     Baixo       21          9,000     
24        Esquerda    25          0,000     Direita     21          0,000     Cima        24          0,000     Baixo       -1          0,000     
25        Esquerda    26          8,100     Direita     -1          0,000     Cima        -1          0,000     Baixo       23          10,000    
26        Esquerda    -1          0,000     Direita     23          10,000    Cima        26          8,100     Baixo       -1          0,000     
27        Esquerda    28          7,290     Direita     24          9,000     Cima        -1          0,000     Baixo       25          9,000     
28        Esquerda    30          5,905     Direita     -1          0,000     Cima        28          7,290     Baixo       -1          0,000     
29        Esquerda    29          6,561     Direita     26          8,100     Cima        -1          0,000     Baixo       27          6,561     
30        Esquerda    -1          0,000     Direita     28          7,290     Cima        -1          0,000     Baixo       30          5,905     
31        Esquerda    -1          0,000     Direita     27          6,561     Cima        29          6,561     Baixo       -1          0,000     
32        Esquerda    32          5,314     Direita     -1          0,000     Cima        36          5,314     Baixo       18          6,561     
33        Esquerda    -1          0,000     Direita     31          5,905     Cima        33          4,783     Baixo       -1          0,000     
34        Esquerda    34          4,305     Direita     -1          0,000     Cima        35          4,783     Baixo       32          5,314     
35        Esquerda    -1          0,000     Direita     33          4,783     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          5,314     Cima        -1          0,000     Baixo       33          4,783     
37        Esquerda    35          4,783     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          5,905     
38        Esquerda    10          5,905     Direita     -1          0,000     Cima        39          5,905     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          4,783     Cima        10          5,905     Baixo       11          5,905     
40        Esquerda    17          6,561     Direita     16          5,314     Cima        -1          0,000     Baixo       37          5,314     
41        Esquerda    22          8,100     Direita     18          6,561     Cima        -1          0,000     Baixo       20          8,100     
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :25--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          4,305     Cima        1           4,305     Baixo       -1          0,000     
2         Esquerda    3           4,305     Direita     2           4,783     Cima        -1          0,000     Baixo       0           3,874     
3         Esquerda    1           4,305     Direita     -1          0,000     Cima        5           5,314     Baixo       -1          0,000     
4         Esquerda    -1          0,000     Direita     1           4,305     Cima        4           4,783     Baixo       -1          0,000     
5         Esquerda    -1          0,000     Direita     5           5,314     Cima        -1          0,000     Baixo       3           4,305     
6         Esquerda    4           4,783     Direita     8           5,905     Cima        6           5,905     Baixo       2           4,783     
7         Esquerda    -1          0,000     Direita     7           6,561     Cima        -1          0,000     Baixo       5           5,314     
8         Esquerda    6           5,905     Direita     9           5,905     Cima        20          7,290     Baixo       8           5,905     
9         Esquerda    5           5,314     Direita     11          5,314     Cima        7           6,561     Baixo       -1          0,000     
10        Esquerda    7           6,561     Direita     10          5,314     Cima        19          6,561     Baixo       -1          0,000     
11        Esquerda    9           5,905     Direita     37          4,783     Cima        -1          0,000     Baixo       38          4,783     
12        Esquerda    8           5,905     Direita     -1          0,000     Cima        38          4,783     Baixo       12          4,783     
13        Esquerda    -1          0,000     Direita     13          4,305     Cima        11          5,314     Baixo       15          4,305     
14        Esquerda    12          4,783     Direita     -1          0,000     Cima        14          4,305     Baixo       -1          0,000     
15        Esquerda    38          4,783     Direita     -1          0,000     Cima        16          4,783     Baixo       13          4,305     
16        Esquerda    0           3,874     Direita     -1          0,000     Cima        12          4,783     Baixo       -1          0,000     
17        Esquerda    39          5,314     Direita     -1          0,000     Cima        -1          0,000     Baixo       14          4,305     
18        Esquerda    19          6,561     Direita     39          5,314     Cima        18          5,905     Baixo       -1          0,000     
19        Esquerda    40          6,561     Direita     -1          0,000     Cima        31          5,314     Baixo       17          5,905     
20        Esquerda    20          7,290     Direita     17          5,905     Cima        -1          0,000     Baixo       9           5,905     
21        Esquerda    21          8,100     Direita     19          6,561     Cima        40          6,561     Baixo       7           6,561     
22        Esquerda    23          9,000     Direita     20          7,290     Cima        22          7,290     Baixo       -1          0,000     
23        Esquerda    -1          0,000     Direita     40          6,561     Cima        -1          0,000     Baixo       21          8,100     
24        Esquerda    25          8,100     Direita     21          8,100     Cima        24          10,000    Baixo       -1          0,000     
25        Esquerda    26          0,000     Direita     -1          0,000     Cima        -1          0,000     Baixo       23          0,000     
26        Esquerda    -1          0,000     Direita     23          9,000     Cima        26          9,000     Baixo       -1          0,000     
27        Esquerda    28          8,100     Direita     24          10,000    Cima        -1          0,000     Baixo       25          8,100     
28        Esquerda    30          6,561     Direita     -1          0,000     Cima        28          8,100     Baixo       -1          0,000     
29        Esquerda    29          7,290     Direita     26          9,000     Cima        -1          0,000     Baixo       27          7,290     
30        Esquerda    -1          0,000     Direita     28          8,100     Cima        -1          0,000     Baixo       30          6,561     
31        Esquerda    -1          0,000     Direita     27          7,290     Cima        29          7,290     Baixo       -1          0,000     
32        Esquerda    32          4,783     Direita     -1          0,000     Cima        36          4,783     Baixo       18          5,905     
33        Esquerda    -1          0,000     Direita     31          5,314     Cima        33          4,305     Baixo       -1          0,000     
34        Esquerda    34          3,874     Direita     -1          0,000     Cima        35          4,305     Baixo       32          4,783     
35        Esquerda    -1          0,000     Direita     33          4,305     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          4,783     Cima        -1          0,000     Baixo       33          4,305     
37        Esquerda    35          4,305     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          5,314     
38        Esquerda    10          5,314     Direita     -1          0,000     Cima        39          5,314     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          4,305     Cima        10          5,314     Baixo       11          5,314     
40        Esquerda    17          5,905     Direita     16          4,783     Cima        -1          0,000     Baixo       37          4,783     
41        Esquerda    22          7,290     Direita     18          5,905     Cima        -1          0,000     Baixo       20          7,290     
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :26--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          4,305     Cima        1           4,305     Baixo       -1          0,000     
2         Esquerda    3           4,305     Direita     2           4,783     Cima        -1          0,000     Baixo       0           3,874     
3         Esquerda    1           4,305     Direita     -1          0,000     Cima        5           5,314     Baixo       -1          0,000     
4         Esquerda    -1          0,000     Direita     1           4,305     Cima        4           4,783     Baixo       -1          0,000     
5         Esquerda    -1          0,000     Direita     5           5,314     Cima        -1          0,000     Baixo       3           4,305     
6         Esquerda    4           4,783     Direita     8           5,905     Cima        6           5,905     Baixo       2           4,783     
7         Esquerda    -1          0,000     Direita     7           6,561     Cima        -1          0,000     Baixo       5           5,314     
8         Esquerda    6           5,905     Direita     9           5,905     Cima        20          7,290     Baixo       8           5,905     
9         Esquerda    5           5,314     Direita     11          5,314     Cima        7           6,561     Baixo       -1          0,000     
10        Esquerda    7           6,561     Direita     10          5,314     Cima        19          6,561     Baixo       -1          0,000     
11        Esquerda    9           5,905     Direita     37          4,783     Cima        -1          0,000     Baixo       38          4,783     
12        Esquerda    8           5,905     Direita     -1          0,000     Cima        38          4,783     Baixo       12          4,783     
13        Esquerda    -1          0,000     Direita     13          4,305     Cima        11          5,314     Baixo       15          4,305     
14        Esquerda    12          4,783     Direita     -1          0,000     Cima        14          4,305     Baixo       -1          0,000     
15        Esquerda    38          4,783     Direita     -1          0,000     Cima        16          4,783     Baixo       13          4,305     
16        Esquerda    0           3,874     Direita     -1          0,000     Cima        12          4,783     Baixo       -1          0,000     
17        Esquerda    39          5,314     Direita     -1          0,000     Cima        -1          0,000     Baixo       14          4,305     
18        Esquerda    19          6,561     Direita     39          5,314     Cima        18          5,905     Baixo       -1          0,000     
19        Esquerda    40          6,561     Direita     -1          0,000     Cima        31          5,314     Baixo       17          5,905     
20        Esquerda    20          7,290     Direita     17          5,905     Cima        -1          0,000     Baixo       9           5,905     
21        Esquerda    21          8,100     Direita     19          6,561     Cima        40          6,561     Baixo       7           6,561     
22        Esquerda    23          9,000     Direita     20          7,290     Cima        22          7,290     Baixo       -1          0,000     
23        Esquerda    -1          0,000     Direita     40          6,561     Cima        -1          0,000     Baixo       21          8,100     
24        Esquerda    25          10,000    Direita     21          8,100     Cima        24          8,100     Baixo       -1          0,000     
25        Esquerda    26          9,000     Direita     -1          0,000     Cima        -1          0,000     Baixo       23          9,000     
26        Esquerda    -1          0,000     Direita     23          0,000     Cima        26          0,000     Baixo       -1          0,000     
27        Esquerda    28          8,100     Direita     24          8,100     Cima        -1          0,000     Baixo       25          10,000    
28        Esquerda    30          6,561     Direita     -1          0,000     Cima        28          8,100     Baixo       -1          0,000     
29        Esquerda    29          7,290     Direita     26          9,000     Cima        -1          0,000     Baixo       27          7,290     
30        Esquerda    -1          0,000     Direita     28          8,100     Cima        -1          0,000     Baixo       30          6,561     
31        Esquerda    -1          0,000     Direita     27          7,290     Cima        29          7,290     Baixo       -1          0,000     
32        Esquerda    32          4,783     Direita     -1          0,000     Cima        36          4,783     Baixo       18          5,905     
33        Esquerda    -1          0,000     Direita     31          5,314     Cima        33          4,305     Baixo       -1          0,000     
34        Esquerda    34          3,874     Direita     -1          0,000     Cima        35          4,305     Baixo       32          4,783     
35        Esquerda    -1          0,000     Direita     33          4,305     Cima        -1          0,000     Baixo       -1          0,000     
36        Esquerda    -1          0,000     Direita     36          4,783     Cima        -1          0,000     Baixo       33          4,305     
37        Esquerda    35          4,305     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          5,314     
38        Esquerda    10          5,314     Direita     -1          0,000     Cima        39          5,314     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          4,305     Cima        10          5,314     Baixo       11          5,314     
40        Esquerda    17          5,905     Direita     16          4,783     Cima        -1          0,000     Baixo       37          4,783     
41        Esquerda    22          7,290     Direita     18          5,905     Cima        -1          0,000     Baixo       20          7,290     
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :27--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          3,874     Cima        1           3,874     Baixo       -1          0,000     
2         Esquerda    3           3,874     Direita     2           4,305     Cima        -1          0,000     Baixo       0           3,487     
3         Esquerda    1           3,874     Direita     -1          0,000     Cima        5           4,783     Baixo       -1          0,000     
4         Esquerda    -1          0,000     Direita     1           3,874     Cima        4           4,305     Baixo       -1          0,000     
5         Esquerda    -1          0,000     Direita     5           4,783     Cima        -1          0,000     Baixo       3           3,874     
6         Esquerda    4           4,305     Direita     8           5,314     Cima        6           5,314     Baixo       2           4,305     
7         Esquerda    -1          0,000     Direita     7           5,905     Cima        -1          0,000     Baixo       5           4,783     
8         Esquerda    6           5,314     Direita     9           5,314     Cima        20          6,561     Baixo       8           5,314     
9         Esquerda    5           4,783     Direita     11          4,783     Cima        7           5,905     Baixo       -1          0,000     
10        Esquerda    7           5,905     Direita     10          4,783     Cima        19          5,905     Baixo       -1          0,000     
11        Esquerda    9           5,314     Direita     37          4,305     Cima        -1          0,000     Baixo       38          4,305     
12        Esquerda    8           5,314     Direita     -1          0,000     Cima        38          4,305     Baixo       12          4,305     
13        Esquerda    -1          0,000     Direita     13          3,874     Cima        11          4,783     Baixo       15          3,874     
14        Esquerda    12          4,305     Direita     -1          0,000     Cima        14          3,874     Baixo       -1          0,000     
15        Esquerda    38          4,305     Direita     -1          0,000     Cima        16          4,305     Baixo       13          3,874     
