-1;0.0;15;4.7829690000000005;1;4.7829690000000005;-1;0.0;
3;4.7829690000000005;2;5.3144100000000005;-1;0.0;0;4.3046721;
1;4.7829690000000005;-1;0.0;5;5.9049000000000005;-1;0.0;
-1;0.0;1;4.7829690000000005;4;5.3144100000000005;-1;0.0;
-1;0.0;5;5.9049000000000005;-1;0.0;3;4.7829690000000005;
4;5.3144100000000005;8;6.561;6;6.561;2;5.3144100000000005;
-1;0.0;7;7.29;-1;0.0;5;5.9049000000000005;
6;6.561;9;7.29;20;8.1;8;6.561;
5;5.9049000000000005;11;5.9049000000000005;7;7.29;-1;0.0;
7;7.29;10;6.561;19;8.1;-1;0.0;
9;7.29;37;7.29;-1;0.0;38;5.9049000000000005;
8;6.561;-1;0.0;38;5.9049000000000005;12;5.3144100000000005;
-1;0.0;13;5.9049000000000005;11;5.9049000000000005;15;4.7829690000000005;
12;5.3144100000000005;-1;0.0;14;6.561;-1;0.0;
38;5.9049000000000005;-1;0.0;16;7.29;13;5.9049000000000005;
0;4.3046721;-1;0.0;12;5.3144100000000005;-1;0.0;
39;8.1;-1;0.0;-1;0.0;14;6.561;
19;8.1;39;8.1;18;10.0;-1;0.0;
40;0.0;-1;0.0;31;0.0;17;0.0;
20;8.1;17;9.0;-1;0.0;9;7.29;
21;7.29;19;8.1;40;9.0;7;7.29;
23;6.561;20;8.1;22;8.1;-1;0.0;
-1;0.0;40;9.0;-1;0.0;21;7.29;
25;5.9049000000000005;21;7.29;24;5.9049000000000005;-1;0.0;
26;5.3144100000000005;-1;0.0;-1;0.0;23;6.561;
-1;0.0;23;6.561;26;5.3144100000000005;-1;0.0;
28;4.7829690000000005;24;5.9049000000000005;-1;0.0;25;5.9049000000000005;
30;3.8742048900000006;-1;0.0;28;4.7829690000000005;-1;0.0;
29;4.3046721;26;5.3144100000000005;-1;0.0;27;4.3046721;
-1;0.0;28;4.7829690000000005;-1;0.0;30;3.8742048900000006;
-1;0.0;27;4.3046721;29;4.3046721;-1;0.0;
32;8.1;-1;0.0;36;8.1;18;10.0;
-1;0.0;31;9.0;33;7.29;-1;0.0;
34;6.561;-1;0.0;35;7.29;32;8.1;
-1;0.0;33;7.29;-1;0.0;-1;0.0;
-1;0.0;36;8.1;-1;0.0;33;7.29;
35;7.29;-1;0.0;-1;0.0;31;9.0;
10;6.561;-1;0.0;39;8.1;-1;0.0;
-1;0.0;14;6.561;10;6.561;11;5.9049000000000005;
17;9.0;16;7.29;-1;0.0;37;7.29;
22;8.1;18;10.0;-1;0.0;20;8.1;
