-1;0.0;15;4.3046721;1;4.3046721;-1;0.0;
3;4.3046721;2;4.7829690000000005;-1;0.0;0;3.8742048900000006;
1;4.3046721;-1;0.0;5;5.3144100000000005;-1;0.0;
-1;0.0;1;4.3046721;4;4.7829690000000005;-1;0.0;
-1;0.0;5;5.3144100000000005;-1;0.0;3;4.3046721;
4;4.7829690000000005;8;5.9049000000000005;6;5.9049000000000005;2;4.7829690000000005;
-1;0.0;7;6.561;-1;0.0;5;5.3144100000000005;
6;5.9049000000000005;9;5.9049000000000005;20;7.29;8;5.9049000000000005;
5;5.3144100000000005;11;5.3144100000000005;7;6.561;-1;0.0;
7;6.561;10;5.3144100000000005;19;6.561;-1;0.0;
9;5.9049000000000005;37;4.7829690000000005;-1;0.0;38;4.7829690000000005;
8;5.9049000000000005;-1;0.0;38;4.7829690000000005;12;4.7829690000000005;
-1;0.0;13;4.3046721;11;5.3144100000000005;15;4.3046721;
12;4.7829690000000005;-1;0.0;14;4.3046721;-1;0.0;
38;4.7829690000000005;-1;0.0;16;4.7829690000000005;13;4.3046721;
0;3.8742048900000006;-1;0.0;12;4.7829690000000005;-1;0.0;
39;5.3144100000000005;-1;0.0;-1;0.0;14;4.3046721;
19;6.561;39;5.3144100000000005;18;5.9049000000000005;-1;0.0;
40;6.561;-1;0.0;31;5.3144100000000005;17;5.9049000000000005;
20;7.29;17;5.9049000000000005;-1;0.0;9;5.9049000000000005;
21;8.1;19;6.561;40;6.561;7;6.561;
23;9.0;20;7.29;22;7.29;-1;0.0;
-1;0.0;40;6.561;-1;0.0;21;8.1;
25;8.1;21;8.1;24;10.0;-1;0.0;
26;0.0;-1;0.0;-1;0.0;23;0.0;
-1;0.0;23;9.0;26;9.0;-1;0.0;
28;8.1;24;10.0;-1;0.0;25;8.1;
30;6.561;-1;0.0;28;8.1;-1;0.0;
29;7.29;26;9.0;-1;0.0;27;7.29;
-1;0.0;28;8.1;-1;0.0;30;6.561;
-1;0.0;27;7.29;29;7.29;-1;0.0;
32;4.7829690000000005;-1;0.0;36;4.7829690000000005;18;5.9049000000000005;
-1;0.0;31;5.3144100000000005;33;4.3046721;-1;0.0;
34;3.8742048900000006;-1;0.0;35;4.3046721;32;4.7829690000000005;
-1;0.0;33;4.3046721;-1;0.0;-1;0.0;
-1;0.0;36;4.7829690000000005;-1;0.0;33;4.3046721;
35;4.3046721;-1;0.0;-1;0.0;31;5.3144100000000005;
10;5.3144100000000005;-1;0.0;39;5.3144100000000005;-1;0.0;
-1;0.0;14;4.3046721;10;5.3144100000000005;11;5.3144100000000005;
17;5.9049000000000005;16;4.7829690000000005;-1;0.0;37;4.7829690000000005;
22;7.29;18;5.9049000000000005;-1;0.0;20;7.29;
